#metadataBlock	name	dataverseAlias	displayName	blockURI												
	citation		Citation Metadata	https://dataverse.org/schema/citation/												
#datasetField	name	title	description	watermark	 fieldType	displayOrder	displayFormat	advancedSearchField	allowControlledVocabulary	allowmultiples	facetable	displayoncreate	required	parent	metadatablock_id	termURI
	publicationIDType	handle		6												
	publicationIDType	isbn		7												
	publicationIDType	issn		8												
	publicationIDType	istc		9												
	publicationIDType	lissn		10												
	publicationIDType	lsid		11												
	publicationIDType	pmid		12												
	publicationIDType	purl		13												
	publicationIDType	upc		14												
	publicationIDType	url		15												
	publicationIDType	urn		16												
